s__Bacteroides_dorei_read000025	gi|423244793|ref|NZ_JH724134.1|:1032304-1032864|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9FGE6|UniRef50_I2J6K3|561	99.0	100.0							0	
s__Bacteroides_dorei_read000026	gi|423244793|ref|NZ_JH724134.1|:301927-303438|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6IHM4|UniRef50_R6IHM4|1512	95.0	100.0							0	
s__Bacteroides_dorei_read000027	gi|345651600|ref|NZ_JH114321.1|:215485-217926|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown|2442	95.0	100.0							0	
s__Bacteroides_dorei_read000028	gi|223956333|ref|NZ_DS995535.1|:c355224-354223|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9QPI5|UniRef50_D7J409|1002	96.0	100.0							0	
s__Bacteroides_dorei_read000030	gi|423231083|ref|NZ_JH724113.1|:c209072-207921|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KXW1|UniRef50_A6KXW1|1152	97.0	100.0							0	
s__Bacteroides_dorei_read000031	gi|423243877|ref|NZ_JH724133.1|:571593-573734|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_A6KZE3|2142	96.0	100.0							0	
s__Bacteroides_dorei_read000033	gi|423231768|ref|NZ_JH724114.1|:c376601-375681|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HTV0|UniRef50_R6HTV0|921	95.0	100.0							0	
s__Bacteroides_dorei_read000034	gi|423247604|ref|NZ_JH724141.1|:c82901-77223|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L1P0|UniRef50_A6L1P0|5679	98.0	100.0							0	
s__Bacteroides_dorei_read000035	gi|423228953|ref|NZ_JH724111.1|:518629-519726|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HVJ8|UniRef50_R6HVJ8|1098	99.0	100.0							0	
s__Bacteroides_dorei_read000036	gi|423230134|ref|NZ_JH724112.1|:c705846-702805|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_I3YIQ5|3042	97.0	100.0							0	
s__Bacteroides_dorei_read000037	gi|423227774|ref|NZ_JH724110.1|:1355552-1356319|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7NWZ3|UniRef50_R7DML6|768	94.0	100.0							0	
s__Bacteroides_dorei_read000038	gi|423231083|ref|NZ_JH724113.1|:c353864-351465|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_E5KWM9|2400	95.0	100.0							0	
s__Bacteroides_dorei_read000039	gi|423247225|ref|NZ_JH724139.1|:c200129-197184|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown|2946	100.0	100.0							0	
s__Bacteroides_dorei_read000040	gi|345651601|ref|NZ_JH114322.1|:c310081-308873|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KXY6|UniRef50_I4AQY4|1209	97.0	100.0							0	
s__Bacteroides_dorei_read000041	gi|423227774|ref|NZ_JH724110.1|:c1198203-1197142|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_Q5LAB4|UniRef50_Q5LAB4|1062	98.0	100.0							0	
s__Bacteroides_dorei_read000042	gi|294774984|ref|NZ_ADKO01000003.1|:16831-20052|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_unknown|UniRef50_G8UQ11|3222	97.0	100.0							0	
s__Bacteroides_dorei_read000043	gi|423246397|ref|NZ_JH724136.1|:19537-20097|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6I1C4|UniRef50_C3WY75|561	97.0	100.0							0	
s__Bacteroides_dorei_read000044	gi|423227774|ref|NZ_JH724110.1|:c340187-338082|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R5CM36|2106	95.0	100.0							0	
s__Bacteroides_dorei_read000045	gi|423243877|ref|NZ_JH724133.1|:200571-201365|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8WD85|UniRef50_I8WD85|795	99.0	100.0							0	
s__Bacteroides_dorei_read000046	gi|423227774|ref|NZ_JH724110.1|:c894092-892701|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7NWK6|UniRef50_R6HJ11|1392	98.0	100.0							0	
s__Bacteroides_dorei_read000047	gi|423228953|ref|NZ_JH724111.1|:1117388-1118002|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KXG9|UniRef50_A6KXG9|615	95.0	100.0							0	
s__Bacteroides_dorei_read000048	gi|423228953|ref|NZ_JH724111.1|:658477-659277|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7P4B1|UniRef50_R7P4B1|801	97.0	100.0							0	
s__Bacteroides_dorei_read000049	gi|423227774|ref|NZ_JH724110.1|:1017670-1019742|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_E5USP5|UniRef50_A6KYV3|2073	99.0	100.0							0	
s__Bacteroides_dorei_read000050	gi|423245752|ref|NZ_JH724135.1|:c171546-170416|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L521|UniRef50_R7NQU9|1131	99.0	100.0							0	
s__Bacteroides_dorei_read000052	gi|423228953|ref|NZ_JH724111.1|:c975779-974631|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_Q64SE2|UniRef50_Q64SE2|1149	98.0	100.0							0	
s__Bacteroides_dorei_read000053	gi|423246995|ref|NZ_JH724138.1|:22894-24252|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HWN3|UniRef50_R6MHA9|1359	96.0	100.0							0	
s__Bacteroides_dorei_read000054	gi|223956329|ref|NZ_DS995531.1|:c331179-330733|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6CCT5|UniRef50_R5GLL9|447	97.0	100.0							0	
s__Bacteroides_dorei_read000055	gi|423242718|ref|NZ_JH724132.1|:1109424-1111628|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_Q8A294|2205	96.0	100.0							0	
s__Bacteroides_dorei_read000057	gi|423227774|ref|NZ_JH724110.1|:c582165-580318|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7NWG1|UniRef50_A6L334|1848	97.0	100.0							0	
s__Bacteroides_dorei_read000058	gi|223956332|ref|NZ_DS995534.1|:c833562-832978|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L0A1|UniRef50_R6S855|585	97.0	100.0							0	
s__Bacteroides_dorei_read000060	gi|423240537|ref|NZ_JH724155.1|:c284691-281857|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_A6LGA2|2835	99.0	100.0							0	
s__Bacteroides_dorei_read000061	gi|423231768|ref|NZ_JH724114.1|:305762-306004|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_C3QQT9|UniRef50_R6L816|243	94.0	100.0							0	
s__Bacteroides_dorei_read000062	gi|423244793|ref|NZ_JH724134.1|:c35019-33625|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6IEC8|UniRef50_R7P272|1395	97.0	100.0							0	
s__Bacteroides_dorei_read000063	gi|423245752|ref|NZ_JH724135.1|:c477509-476754|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A0A015YC48|UniRef50_X6MG86|756	96.0	100.0							0	
s__Bacteroides_dorei_read000065	gi|423227774|ref|NZ_JH724110.1|:1236046-1239363|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R9H0E8|UniRef50_R9H0E8|3318	95.0	100.0							0	
s__Bacteroides_dorei_read000066	gi|423232535|ref|NZ_JH724116.1|:266365-268266|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HHI3|UniRef50_R7J3L7|1902	98.0	100.0							0	
s__Bacteroides_dorei_read000067	gi|423232207|ref|NZ_JH724115.1|:111376-112674|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8WRN5|UniRef50_F0QZ12|1299	94.0	100.0							0	
s__Bacteroides_dorei_read000068	gi|150002608|ref|NC_009614.1|:4137945-4140254|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_unknown|UniRef50_E6STL6|2310	96.0	100.0							0	
s__Bacteroides_dorei_read000069	gi|423227774|ref|NZ_JH724110.1|:c1327364-1324467|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R6RQE5|2898	98.0	100.0							0	
s__Bacteroides_dorei_read000070	gi|423239798|ref|NZ_JH724154.1|:878358-880397|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L6Y6|UniRef50_R5RES4|2040	98.0	100.0							0	
s__Bacteroides_dorei_read000071	gi|423230134|ref|NZ_JH724112.1|:c692424-689770|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown|2655	97.0	100.0							0	
s__Bacteroides_dorei_read000072	gi|150002608|ref|NC_009614.1|:c4370670-4369687|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_A6L622|UniRef50_Q8A8R5|984	96.0	100.0							0	
s__Bacteroides_dorei_read000074	gi|223956333|ref|NZ_DS995535.1|:297511-299217|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L5D2|UniRef50_A6H086|1707	94.0	100.0							0	
s__Bacteroides_dorei_read000075	gi|423242718|ref|NZ_JH724132.1|:c959599-959165|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6II27|UniRef50_D5EYQ7|435	99.0	100.0							0	
s__Bacteroides_dorei_read000076	gi|223956334|ref|NZ_DS995536.1|:c191224-190949|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_B6W0Y8|UniRef50_B6W0Y8|276	93.0	100.0							0	
s__Bacteroides_dorei_read000077	gi|423243877|ref|NZ_JH724133.1|:c609335-607122|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown|2214	98.0	100.0							0	
s__Bacteroides_dorei_read000078	gi|423242718|ref|NZ_JH724132.1|:1292750-1293685|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9R963|UniRef50_F4C341|936	97.0	100.0							0	
s__Bacteroides_dorei_read000080	gi|423230134|ref|NZ_JH724112.1|:1066721-1069123|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KYE3|UniRef50_R7KSN6|2403	96.0	100.0							0	
s__Bacteroides_dorei_read000081	gi|294776896|ref|NZ_ADKO01000070.1|:1-3338|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_C3Q859|UniRef50_R6ETS2|3338	97.0	100.0							0	
s__Bacteroides_dorei_read000082	gi|423231768|ref|NZ_JH724114.1|:c264677-263586|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7P0N5|UniRef50_R6VJ90|1092	92.0	100.0							0	
s__Bacteroides_dorei_read000083	gi|423231083|ref|NZ_JH724113.1|:758200-759330|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L650|UniRef50_R5N9G4|1131	94.0	100.0							0	
s__Bacteroides_dorei_read000084	gi|423242718|ref|NZ_JH724132.1|:889828-890997|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7NU90|UniRef50_R7NU90|1170	98.0	100.0							0	
s__Bacteroides_dorei_read000085	gi|423228953|ref|NZ_JH724111.1|:515075-517525|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R6IJZ8|2451	96.0	100.0							0	
s__Bacteroides_dorei_read000086	gi|423228953|ref|NZ_JH724111.1|:c1159044-1156477|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KXD5|UniRef50_R6ZMQ5|2568	96.0	100.0							0	
s__Bacteroides_dorei_read000087	gi|423247421|ref|NZ_JH724140.1|:c29796-29467|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L255|UniRef50_A6L255|330	88.0	100.0							0	
s__Bacteroides_dorei_read000088	gi|423228953|ref|NZ_JH724111.1|:c493285-491555|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L7P5|UniRef50_Q7MUV7|1731	94.0	100.0							0	
s__Bacteroides_dorei_read000089	gi|423315434|ref|NZ_JH724291.1|:c32514-31504|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_A6KWW9|UniRef50_O31219|1011	96.0	100.0							0	
s__Bacteroides_dorei_read000090	gi|423241558|ref|NZ_JH724157.1|:118485-120710|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R7NVB1|2226	99.0	100.0							0	
s__Bacteroides_dorei_read000091	gi|423228953|ref|NZ_JH724111.1|:c1218306-1216558|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6IJD7|UniRef50_R6IJD7|1749	99.0	100.0							0	
s__Bacteroides_dorei_read000092	gi|423242028|ref|NZ_JH724159.1|:c31022-30000|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6MNH0|UniRef50_K0P5Z1|1023	94.0	100.0							0	
s__Bacteroides_dorei_read000093	gi|423238194|ref|NZ_JH724123.1|:c5466-4894|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_C6Z7R9|UniRef50_I9EWJ0|573	92.0	100.0							0	
s__Bacteroides_dorei_read000094	gi|423232207|ref|NZ_JH724115.1|:c279510-279268|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R5U8C1|UniRef50_R6IAD3|243	96.0	100.0							0	
s__Bacteroides_dorei_read000097	gi|423247225|ref|NZ_JH724139.1|:c156414-155464|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L1B0|UniRef50_R5S6K7|951	99.0	100.0							0	
s__Bacteroides_dorei_read000098	gi|423230134|ref|NZ_JH724112.1|:858177-859415|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KYQ4|UniRef50_R6EWL1|1239	98.0	100.0							0	
s__Bacteroides_dorei_read000099	gi|423247225|ref|NZ_JH724139.1|:c200129-197184|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown|2946	95.0	100.0							0	
s__Bacteroides_dorei_read000100	gi|423230134|ref|NZ_JH724112.1|:1100439-1103735|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R6HXX4|3297	98.0	100.0							0	
s__Bacteroides_dorei_read000101	gi|423242718|ref|NZ_JH724132.1|:739071-740801|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HNN6|UniRef50_R7P253|1731	98.0	100.0							0	
s__Bacteroides_dorei_read000102	gi|423232207|ref|NZ_JH724115.1|:164754-165833|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9PQB8|UniRef50_I3YIZ5|1080	97.0	100.0							0	
s__Bacteroides_dorei_read000103	gi|345651599|ref|NZ_JH114320.1|:195385-197325|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6ILW8|UniRef50_R6LB99|1941	99.0	100.0							0	
s__Bacteroides_dorei_read000104	gi|423231083|ref|NZ_JH724113.1|:267196-268206|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7P0Q0|UniRef50_R7P0Q0|1011	98.0	100.0							0	
s__Bacteroides_dorei_read000105	gi|423228953|ref|NZ_JH724111.1|:c972721-970373|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_Q64SD8|UniRef50_Q64SD8|2349	98.0	100.0							0	
s__Bacteroides_dorei_read000106	gi|423228953|ref|NZ_JH724111.1|:544842-545192|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_Q5LEQ3|UniRef50_Q6ADC9|351	97.0	100.0							0	
s__Bacteroides_dorei_read000107	gi|423230134|ref|NZ_JH724112.1|:69994-72354|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown|2361	97.0	100.0							0	
s__Bacteroides_dorei_read000108	gi|423245752|ref|NZ_JH724135.1|:c547672-547340|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6ZBZ2|UniRef50_R6VGL3|333	94.0	100.0							0	
s__Bacteroides_dorei_read000109	gi|423228953|ref|NZ_JH724111.1|:220832-222022|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6I0W8|UniRef50_R6I0W8|1191	97.0	100.0							0	
s__Bacteroides_dorei_read000111	gi|423244793|ref|NZ_JH724134.1|:573873-574568|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L7H7|UniRef50_R5IPG8|696	98.0	100.0							0	
s__Bacteroides_dorei_read000112	gi|223956335|ref|NZ_DS995537.1|:1063209-1064090|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L3Y8|UniRef50_R6PQT8|882	97.0	100.0							0	
s__Bacteroides_dorei_read000114	gi|423245752|ref|NZ_JH724135.1|:562983-566159|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R5JI39|3177	97.0	100.0							0	
s__Bacteroides_dorei_read000116	gi|423230134|ref|NZ_JH724112.1|:c748763-748026|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6IFN1|UniRef50_R6IFN1|738	97.0	100.0							0	
s__Bacteroides_dorei_read000117	gi|423245752|ref|NZ_JH724135.1|:253247-254332|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9FD87|UniRef50_I9FD87|1086	97.0	100.0							0	
s__Bacteroides_dorei_read000118	gi|423230134|ref|NZ_JH724112.1|:914878-917931|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HPY5|UniRef50_R6HPY5|3054	98.0	100.0							0	
s__Bacteroides_dorei_read000119	gi|423230134|ref|NZ_JH724112.1|:1129944-1130291|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_C6ZAZ9|UniRef50_C6ZAZ9|348	97.0	100.0							0	
s__Bacteroides_dorei_read000120	gi|423244793|ref|NZ_JH724134.1|:c756061-753830|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R6X711|2232	97.0	100.0							0	
s__Bacteroides_dorei_read000121	gi|512436188|ref|NZ_KE159476.1|:c193501-191906|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_R9HGM4|UniRef50_F9Z3N3|1596	95.0	100.0							0	
s__Bacteroides_dorei_read000122	gi|423243877|ref|NZ_JH724133.1|:1000177-1000692|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_Q5L8C6|UniRef50_Q0K636|516	96.0	100.0							0	
s__Bacteroides_dorei_read000123	gi|423243877|ref|NZ_JH724133.1|:c232979-230907|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KZZ0|UniRef50_A6KZZ0|2073	96.0	100.0							0	
s__Bacteroides_dorei_read000124	gi|294776461|ref|NZ_ADKO01000057.1|:26556-27212|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_A6L5J5|UniRef50_B6IPE0|657	98.0	100.0							0	
s__Bacteroides_dorei_read000125	gi|423228953|ref|NZ_JH724111.1|:c720692-718419|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7P1B0|UniRef50_R7EMT2|2274	98.0	100.0							0	
s__Bacteroides_dorei_read000126	gi|512436177|ref|NZ_KE159465.1|:879014-879874|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_R6SGE3|UniRef50_F2KYR5|861	99.0	100.0							0	
s__Bacteroides_dorei_read000127	gi|423242718|ref|NZ_JH724132.1|:1152112-1154289|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L2L3|UniRef50_A6L2L3|2178	97.0	100.0							0	
s__Bacteroides_dorei_read000128	gi|423245752|ref|NZ_JH724135.1|:c83972-81510|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R6SCN4|2463	96.0	100.0							0	
s__Bacteroides_dorei_read000129	gi|423227774|ref|NZ_JH724110.1|:c930027-928435|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HXC5|UniRef50_R6LKD7|1593	99.0	100.0							0	
s__Bacteroides_dorei_read000130	gi|423242718|ref|NZ_JH724132.1|:c353586-349384|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown|4203	96.0	100.0							0	
s__Bacteroides_dorei_read000131	gi|423238261|ref|NZ_JH724153.1|:c909355-907958|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HWN1|UniRef50_R6PVB2|1398	96.0	100.0							0	
s__Bacteroides_dorei_read000132	gi|423227774|ref|NZ_JH724110.1|:1118062-1118835|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L211|UniRef50_G8UMN4|774	98.0	100.0							0	
s__Bacteroides_dorei_read000133	gi|150002608|ref|NC_009614.1|:c4374872-4374147|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_A6L628|UniRef50_A6L628|726	98.0	100.0							0	
s__Bacteroides_dorei_read000135	gi|423243877|ref|NZ_JH724133.1|:c953948-950925|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown|3024	96.0	100.0							0	
s__Bacteroides_dorei_read000136	gi|423243877|ref|NZ_JH724133.1|:1063137-1064678|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HUW6|UniRef50_R5JDG4|1542	96.0	100.0							0	
s__Bacteroides_dorei_read000138	gi|345651600|ref|NZ_JH114321.1|:c309276-308050|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R6HP45|UniRef50_Q5LHG9|1227	99.0	100.0							0	
s__Bacteroides_dorei_read000139	gi|423231768|ref|NZ_JH724114.1|:c52482-51154|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L4Y3|UniRef50_R6N173|1329	96.0	100.0							0	
s__Bacteroides_dorei_read000140	gi|423227774|ref|NZ_JH724110.1|:1045369-1046211|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_Q64WJ6|UniRef50_Q64WJ6|843	97.0	100.0							0	
s__Bacteroides_dorei_read000141	gi|423231083|ref|NZ_JH724113.1|:556100-557968|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6L5L6|UniRef50_A6L5L6|1869	96.0	100.0							0	
s__Bacteroides_dorei_read000142	gi|423232535|ref|NZ_JH724116.1|:100990-102798|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9QCZ5|UniRef50_F9Z3N3|1809	92.0	100.0							0	
s__Bacteroides_dorei_read000144	gi|423238261|ref|NZ_JH724153.1|:107723-108607|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_R7P0I9|UniRef50_R7P0I9|885	96.0	100.0							0	
s__Bacteroides_dorei_read000145	gi|423230134|ref|NZ_JH724112.1|:c455289-452677|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KZM1|UniRef50_Q7MXR7|2613	98.0	100.0							0	
s__Bacteroides_dorei_read000146	gi|423244793|ref|NZ_JH724134.1|:c479057-477069|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R7P0G3|1989	97.0	100.0							0	
s__Bacteroides_dorei_read000147	gi|423243877|ref|NZ_JH724133.1|:973840-974721|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_A6KYL1|UniRef50_F3ZRK2|882	99.0	100.0							0	
s__Bacteroides_dorei_read000148	gi|423230134|ref|NZ_JH724112.1|:343604-346132|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R6IE33|2529	96.0	100.0							0	
s__Bacteroides_dorei_read000149	gi|423238261|ref|NZ_JH724153.1|:958107-959252|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_C3PZ20|UniRef50_R5XPE9|1146	99.0	100.0							0	
